"Geneid"	"Length"	"gene_name"	"description"	"time_effect_donor7"	"time_effect_donor13"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"ENSG00000162607"	4263	"USP1"	"ubiquitin specific peptidase 1 "	-1.63536479741564	-1.61791472297997	4.88615762975265	47.6697535094744	4.04936144686051e-11	3.66571950730331e-10
"ENSG00000100335"	7555	"MIEF1"	"mitochondrial elongation factor 1 "	0.821428925531308	1.09453250252261	5.74518283374267	47.5250533196744	4.06579304919089e-11	3.67902145399863e-10
"ENSG00000254037"	497	"AC021733.2"	"zinc finger protein 532 (ZNF532) pseudogene"	-3.95230061233454	-3.67609627545943	-3.90156637395014	47.5131163618817	4.07979237843083e-11	3.6901120812001e-10
"ENSG00000164050"	9733	"PLXNB1"	"plexin B1 "	2.05965886357373	2.2716510415093	3.33662996963943	47.6316641884755	4.09381393383358e-11	3.70001606485864e-10
"ENSG00000158528"	11151	"PPP1R9A"	"protein phosphatase 1 regulatory subunit 9A "	3.72842264656592	4.19303475103505	-0.152498082572451	47.6313036893776	4.09423710208926e-11	3.70001606485864e-10
"ENSG00000099256"	2329	"PRTFDC1"	"phosphoribosyl transferase domain containing 1 "	-1.15339648700201	-2.18686248239321	2.82813524026595	47.6095425429329	4.0974509615486e-11	3.70134072780845e-10
"ENSG00000248923"	1812	"MTND5P11"	"MT-ND5 pseudogene 11 "	-5.93548930146988	-5.80338705935563	4.15135346990309	47.6254856523703	4.10107291575629e-11	3.70231150914741e-10
"ENSG00000164985"	6768	"PSIP1"	"PC4 and SFRS1 interacting protein 1 "	-2.74721707196437	-2.07664731142464	6.50666962386406	47.6246781138263	4.10202266952858e-11	3.70231150914741e-10
"ENSG00000206712"	107	"RNU6-26P"	"RNA, U6 small nuclear 26, pseudogene "	-3.13752290497714	-5.10638324041151	-2.27091822553115	47.6172294424947	4.11079404344385e-11	3.70864734025906e-10
"ENSG00000238000"	720	"AC116347.1"	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) (PSME2) pseudogene"	-4.40144943407042	-4.48768783021279	-1.86689932340087	47.6124341810909	4.11645126692312e-11	3.71216946873211e-10
"ENSG00000114480"	5171	"GBE1"	"1,4-alpha-glucan branching enzyme 1 "	1.31322950043743	1.43150291299571	8.24725931919388	47.5938570210824	4.13844518606625e-11	3.73041457512843e-10
"ENSG00000147883"	4058	"CDKN2B"	"cyclin dependent kinase inhibitor 2B "	2.41237932143493	2.06918335408201	5.56595764809467	47.5903006804654	4.14266970079827e-11	3.73263354232776e-10
"ENSG00000203859"	2336	"HSD3B2"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 "	4.25422786638334	3.15682333012467	-4.69470073924992	47.4749001218818	4.14647745968512e-11	3.73447527568578e-10
"ENSG00000226415"	750	"TPI1P1"	"triosephosphate isomerase 1 pseudogene 1 "	-3.35488107053924	-2.58652920648638	3.17171978808959	47.5819378375374	4.15262166641716e-11	3.73841884203729e-10
"ENSG00000129116"	10114	"PALLD"	"palladin, cytoskeletal associated protein "	1.84182077809158	1.90274869713497	6.76259766180666	47.5798937156206	4.15505804000095e-11	3.73902247934468e-10
"ENSG00000246430"	2840	"LINC00968"	"long intergenic non-protein coding RNA 968 "	3.22000955097431	1.8232456613997	3.06025712985291	47.539143782497	4.2039427415599e-11	3.78140542097661e-10
"ENSG00000213699"	3902	"SLC35F6"	"solute carrier family 35 member F6 "	0.908519858694571	1.83164053402797	5.77966960362545	47.4679245897849	4.24220194542887e-11	3.81419889564802e-10
"ENSG00000271373"	286	"NANOGP3"	"Nanog homeobox pseudogene 3 "	3.64671854968143	4.5958401365729	-4.54040582893081	47.4035826981699	4.26858542935506e-11	3.83595950193607e-10
"ENSG00000121236"	3947	"TRIM6"	"tripartite motif containing 6 "	-1.75997395129128	-1.89955943992032	1.11789973227268	47.3550484660193	4.27002764997795e-11	3.83595950193607e-10
"ENSG00000243964"	468	"RPL23AP65"	"ribosomal protein L23a pseudogene 65 "	-3.6344065026892	-4.70187681597659	0.242622330373569	47.4419608867956	4.32298472259533e-11	3.88188628143484e-10
"ENSG00000233380"	882	"RPS2P48"	"ribosomal protein S2 pseudogene 48 "	-5.08902529737044	-3.55930477337791	-2.54309787631306	47.3665835234853	4.39383670199071e-11	3.94383630046423e-10
"ENSG00000122483"	5633	"CCDC18"	"coiled-coil domain containing 18 "	-2.15168683767855	-1.70102824685896	3.45996974672432	47.3526100881173	4.43556463908631e-11	3.97960363000057e-10
"ENSG00000136205"	11797	"TNS3"	"tensin 3 "	2.25347992095029	2.58335038802715	2.44704957008104	47.3489452116157	4.4402476503808e-11	3.98211790551305e-10
"ENSG00000171791"	11765	"BCL2"	"BCL2, apoptosis regulator "	2.36913124571871	2.82092910430858	3.149962514238	47.3407538797626	4.45073342493177e-11	3.98983190260395e-10
"ENSG00000272369"	448	"AC008035.1"	"novel transcript"	3.66249004635703	2.3573349181455	-2.83492146237699	47.3062741859892	4.4595783545765e-11	3.99606906812538e-10
"ENSG00000242352"	2544	"FAM91A3P"	"family with sequence similarity 91 member A3, pseudogene "	-3.01751445943157	-3.3004838420459	-2.07831372146242	47.1987528942997	4.46732605300865e-11	4.00131818301206e-10
"ENSG00000111843"	1321	"TMEM14C"	"transmembrane protein 14C "	1.67360639157897	1.90810861284738	4.58055571316547	47.3143939339198	4.48465415494982e-11	4.01514025695169e-10
"ENSG00000151812"	4240	"SLC35F4"	"solute carrier family 35 member F4 "	-5.1113820373153	-6.85925265934763	-3.96441007131189	47.2646417591498	4.54942004925626e-11	4.0714040626776e-10
"ENSG00000176410"	2485	"DNAJC30"	"DnaJ heat shock protein family (Hsp40) member C30 "	1.54502535940139	2.2150183448777	2.79549227394524	47.2495182185775	4.56930190533637e-11	4.08746930898151e-10
"ENSG00000256663"	1423	"AC112777.1"	"ubiquitin-like with PHD and ring finger domains 1 (UHRF1) pseudogene"	-5.57223954497853	-3.93650100154303	-1.71829138877027	47.2439087610981	4.57669949088822e-11	4.09235789780689e-10
"ENSG00000249035"	2191	"CLMAT3"	"colorectal liver metastasis associated transcript 3 "	4.31104973306527	4.30699692670264	-3.19412122008945	47.2344326472788	4.58922494789751e-11	4.10182562460033e-10
"ENSG00000186591"	6503	"UBE2H"	"ubiquitin conjugating enzyme E2 H "	1.36339109207117	0.675260100260908	7.51280178114438	47.098650125595	4.59870988917095e-11	4.10856891110994e-10
"ENSG00000161281"	1006	"COX7A1"	"cytochrome c oxidase subunit 7A1 "	2.795897670294	3.52484114184849	2.35617867379602	47.2219859426594	4.6057317380403e-11	4.11310686719803e-10
"ENSG00000172244"	3011	"C5orf34"	"chromosome 5 open reading frame 34 "	-1.72470549106114	-2.29259964982164	1.22149153070883	47.0782992202251	4.62591397795502e-11	4.12938880983219e-10
"ENSG00000254470"	4811	"AP5B1"	"adaptor related protein complex 5 subunit beta 1 "	1.02100135114354	1.63453354313795	2.91183836132509	47.0730564336569	4.63294966716453e-11	4.13253285053677e-10
"ENSG00000239532"	478	"AC108022.1"	"ribosomal protein L21 (RPL21) pseudogene"	-3.78196306366467	-3.54332794292097	-3.27592293766494	47.0727662114208	4.63333946688121e-11	4.13253285053677e-10
"ENSG00000074416"	11849	"MGLL"	"monoglyceride lipase "	1.35482088147041	2.90311093512078	6.19130122917897	47.1887745163806	4.65008313397747e-11	4.14572043279322e-10
"ENSG00000214269"	1300	"LGMNP1"	"legumain pseudogene 1 "	-4.54741030288653	-5.97719375422067	-2.85478213986769	47.1854633150801	4.6545295676253e-11	4.14793809195699e-10
"ENSG00000196639"	5546	"HRH1"	"histamine receptor H1 "	-1.41472739585708	-1.64617496839007	2.84513001078821	47.1028215969838	4.68676348385605e-11	4.17490660526579e-10
"ENSG00000228305"	654	"AC016734.1"	"PRELI domain containing 1 (PRELID1) pseudogene"	-3.00200637154345	-1.95383113694982	1.62358042813955	47.1540574045049	4.69692599528967e-11	4.18105126417054e-10
"ENSG00000100596"	9143	"SPTLC2"	"serine palmitoyltransferase long chain base subunit 2 "	-1.14724035687774	-1.81832583982304	5.9364622725032	47.1533688410083	4.69786006140852e-11	4.18105126417054e-10
"ENSG00000213946"	1024	"DNAJB1P1"	"DnaJ heat shock protein family (Hsp40) member B1 pseudogene 1 "	-4.73327678605138	-4.48932424146779	-2.427783802039	47.152097396405	4.69958534463299e-11	4.18105126417054e-10
"ENSG00000259358"	2459	"AC026951.1"	"DEP domain containing 1 (DEPDC1) pseudogene"	-4.80068090941743	-4.17764349259556	-4.96479805709139	47.1213869263473	4.74146100464242e-11	4.21639650669404e-10
"ENSG00000121957"	9130	"GPSM2"	"G protein signaling modulator 2 "	-1.34638422153195	-2.45007426221502	3.94876251799138	47.1200471983563	4.74329672189723e-11	4.21639650669404e-10
"ENSG00000149357"	2778	"LAMTOR1"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 "	1.55035475387652	1.89841520883323	5.2603365527645	47.0371942624765	4.85828910039622e-11	4.31680291279016e-10
"ENSG00000173930"	5334	"SLCO4C1"	"solute carrier organic anion transporter family member 4C1 "	5.31931014779734	7.69190335720495	-0.590208130131089	47.0326806778431	4.86463720362624e-11	4.32063037540193e-10
"ENSG00000259045"	703	"MTCO1P2"	"MT-CO1 pseudogene 2 "	-5.67551108837393	-5.17023032432964	-1.13839242930965	47.0294536543596	4.86918118130469e-11	4.3228529280061e-10
"ENSG00000178764"	4716	"ZHX2"	"zinc fingers and homeoboxes 2 "	1.65063905911604	2.51037509134883	3.70237234706862	47.0263997773365	4.87348546437806e-11	4.32486090623391e-10
"ENSG00000140950"	8159	"MEAK7"	"MTOR associated protein, eak-7 homolog "	-1.64157090362881	-1.27904740716076	4.41568526994724	47.0166586208873	4.88724189834581e-11	4.33525177861643e-10
"ENSG00000048740"	10978	"CELF2"	"CUGBP Elav-like family member 2 "	3.08328792224887	2.2351932608957	5.03476876608484	47.0138476134178	4.8912191872305e-11	4.33696294264735e-10
"ENSG00000234491"	947	"HNRNPA1P51"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 51 "	-3.39564776465538	-3.93782040706796	-3.12615303779988	46.8698909482375	4.91445041831221e-11	4.35573767925252e-10
"ENSG00000247627"	1377	"MTND4P12"	"MT-ND4 pseudogene 12 "	-3.94387984873557	-3.19003580258422	6.14337540504087	46.9947183342863	4.91837577738733e-11	4.3573928330711e-10
"ENSG00000085511"	7522	"MAP3K4"	"mitogen-activated protein kinase kinase kinase 4 "	-1.13279419615636	-1.41031169761063	4.63901839426328	46.8648224081584	4.92169914448163e-11	4.35851349582827e-10
"ENSG00000006453"	4798	"BAIAP2L1"	"BAI1 associated protein 2 like 1 "	-2.40187829799245	-1.84969846254311	0.473150366133875	46.9789776948937	4.94084071239717e-11	4.37230722544853e-10
"ENSG00000225031"	1813	"EIF4BP7"	"eukaryotic translation initiation factor 4B pseudogene 7 "	-2.00453085000729	-2.33696982907791	5.01833449856889	46.9785832019599	4.94140511499874e-11	4.37230722544853e-10
"ENSG00000235832"	906	"CNN2P3"	"calponin 2 pseudogene 3 "	4.48327682059607	0.175812552385434	-4.50227868890953	46.845823414043	4.94897064186833e-11	4.37717227948705e-10
"ENSG00000114999"	15732	"TTL"	"tubulin tyrosine ligase "	-0.865520678493906	-1.17165223539907	6.05802542867971	46.7756195823925	5.05112954467176e-11	4.46566250433736e-10
"ENSG00000033170"	6700	"FUT8"	"fucosyltransferase 8 "	-0.990570482264965	-2.01737428232053	5.71541944119108	46.886599564711	5.0748767772782e-11	4.4847846778835e-10
"ENSG00000167705"	2103	"RILP"	"Rab interacting lysosomal protein "	2.33675264544213	4.36357849808698	0.948018835095447	46.8832708147067	5.0797774669442e-11	4.48698277137436e-10
"ENSG00000106785"	5469	"TRIM14"	"tripartite motif containing 14 "	-3.56393678638928	-2.59836814704947	0.971690173141854	46.8820321841226	5.08160228854053e-11	4.48698277137436e-10
"ENSG00000186868"	14920	"MAPT"	"microtubule associated protein tau "	3.08934314826117	2.64207871964174	-0.80054810685546	46.8744964739239	5.09271920300911e-11	4.4949244020223e-10
"ENSG00000275552"	2671	"AC243965.2"	"novel transcript, antisense ABHD4"	4.18129103739571	4.30192758313287	-2.95903035708301	46.8627898861614	5.11003991036538e-11	4.50833271091986e-10
"ENSG00000279329"	1865	"AC020910.5"	"novel transcript"	1.27298800004001	1.84578574270345	1.34035204158419	46.7255477028619	5.12534690477963e-11	4.51995399257825e-10
"ENSG00000143512"	3289	"HHIPL2"	"HHIP like 2 "	-3.88088935842623	-5.57442529176675	-2.12517618993917	46.8230530785778	5.1692970395925e-11	4.55681496737434e-10
"ENSG00000198707"	10388	"CEP290"	"centrosomal protein 290 "	-1.74232823033966	-2.20479224451091	5.04253500382961	46.8077618779292	5.1922921601409e-11	4.57518078230643e-10
"ENSG00000204055"	2288	"AL158151.1"	"novel transcript"	3.96078007605049	3.06465182728309	-2.81945929420337	46.7832721992207	5.2293445834399e-11	4.60591273751067e-10
"ENSG00000102699"	6080	"PARP4"	"poly(ADP-ribose) polymerase family member 4 "	-0.883415310785787	-1.66090742922095	6.4913999870873	46.6783337513334	5.23491222636658e-11	4.608899437883e-10
"ENSG00000137474"	10147	"MYO7A"	"myosin VIIA "	5.46724298788082	3.24091787884797	-2.59219387713571	46.7730813310336	5.24484505611296e-11	4.61572523766151e-10
"ENSG00000214826"	2947	"DDX12P"	"DEAD/H-box helicase 12, pseudogene "	-1.8727600562279	-3.4982731823583	0.720227896022506	46.7709116072832	5.2481514783642e-11	4.61631181687022e-10
"ENSG00000121895"	2562	"TMEM156"	"transmembrane protein 156 "	-4.7534664617295	-2.08758189535533	-3.74945926473019	46.7697831806123	5.24987194437682e-11	4.61631181687022e-10
"ENSG00000067066"	12618	"SP100"	"SP100 nuclear antigen "	-0.983066892666822	-1.16151856366788	5.97223344645094	46.6294405215903	5.27103124164879e-11	4.63299358699342e-10
"ENSG00000258846"	1362	"EEF1A1P33"	"eukaryotic translation elongation factor 1 alpha 1 pseudogene 33 "	-4.66694126813662	-4.50582108567111	-2.4954743933345	46.7219516826681	5.3233471448145e-11	4.67703537113287e-10
"ENSG00000238116"	1873	"Z95327.1"	"RAD21 homolog (S. pombe) (LOC139319) pseudogene"	-4.48526668468898	-3.87072818266791	-3.66086828185452	46.5802194601888	5.37472272158864e-11	4.72021480327324e-10
"ENSG00000182197"	8325	"EXT1"	"exostosin glycosyltransferase 1 "	-1.46374719280028	-0.910848857639171	6.71898226567399	46.5622427643924	5.42559666619499e-11	4.76291806840849e-10
"ENSG00000167995"	8930	"BEST1"	"bestrophin 1 "	2.11751578041771	2.64890978003511	3.46519159485796	46.6499494689437	5.43599878517871e-11	4.77007203801799e-10
"ENSG00000137745"	2834	"MMP13"	"matrix metallopeptidase 13 "	4.93721741745505	3.54230627808906	-3.63885926217833	46.64605261365	5.44216675082706e-11	4.77350616329793e-10
"ENSG00000248955"	160	"AC113367.2"	"leucine rich repeat containing 59 (LRRC59) pseudogene"	-5.91237555342628	-4.1969981847413	-3.21087786595657	46.6187840656022	5.4855341582748e-11	4.80955280609982e-10
"ENSG00000184983"	1416	"NDUFA6"	"NADH:ubiquinone oxidoreductase subunit A6 "	1.25490898476909	2.58109942985304	4.17203375402422	46.5417015479476	5.61010301452373e-11	4.9167351502287e-10
"ENSG00000138376"	6067	"BARD1"	"BRCA1 associated RING domain 1 "	-2.32629786968751	-2.14075640672546	2.17346502252291	46.5367599740023	5.61818968152233e-11	4.92178520134687e-10
"ENSG00000169439"	4536	"SDC2"	"syndecan 2 "	1.15144118736468	1.75588592649436	6.9143924625641	46.5276962711501	5.6330539262698e-11	4.93276608084519e-10
"ENSG00000129467"	8067	"ADCY4"	"adenylate cyclase 4 "	-3.72687955385544	-3.79668711502301	-0.585737902795006	46.4952730620348	5.68656685826968e-11	4.97756786510964e-10
"ENSG00000109814"	4045	"UGDH"	"UDP-glucose 6-dehydrogenase "	-1.52430441695712	-1.06040245441113	7.67220326894853	46.4570832963685	5.75028405600384e-11	5.03126093395972e-10
"ENSG00000105612"	2389	"DNASE2"	"deoxyribonuclease 2, lysosomal "	1.17992533191172	2.41350860940466	4.10963381002035	46.4541479028554	5.75521256408749e-11	5.03349321899994e-10
"ENSG00000243974"	700	"VTI1BP1"	"vesicle transport through interaction with t-SNAREs 1B pseudogene 1 "	-7.00260732977318	-4.73540491457914	-1.35959096494461	46.4390951817918	5.78055592421331e-11	5.0521304199169e-10
"ENSG00000204568"	1888	"MRPS18B"	"mitochondrial ribosomal protein S18B "	1.36760254755865	1.52869398695604	4.47002081203672	46.436113163432	5.78129404338276e-11	5.0521304199169e-10
"ENSG00000129214"	1972	"SHBG"	"sex hormone binding globulin "	3.21203567502941	3.47420564700201	-0.590480961006678	46.4344919707091	5.78832949874899e-11	5.05619178244683e-10
"ENSG00000181104"	4066	"F2R"	"coagulation factor II thrombin receptor "	-2.16918773623372	-1.70731320736216	4.7745595551305	46.4047701727008	5.83878708532542e-11	5.09816403070847e-10
"ENSG00000101868"	6336	"POLA1"	"DNA polymerase alpha 1, catalytic subunit "	-1.95876669290227	-1.82980249323651	3.92167786453195	46.402990949666	5.84182225035095e-11	5.09871163763112e-10
"ENSG00000101019"	6782	"UQCC1"	"ubiquinol-cytochrome c reductase complex assembly factor 1 "	0.962255784033153	1.11970054068958	5.66612814012121	46.2633632312297	5.86710553857074e-11	5.11866883698792e-10
"ENSG00000221818"	7077	"EBF2"	"EBF transcription factor 2 "	-1.50109142468116	-2.01700627346813	5.95533171595508	46.3559672603006	5.92264437318621e-11	5.16499472643512e-10
"ENSG00000255202"	648	"AL049629.1"	""	-4.83965648778863	-3.82343813293044	-2.79229322339802	46.3272906450855	5.97250921749529e-11	5.20633635945843e-10
"ENSG00000229314"	901	"ORM1"	"orosomucoid 1 "	1.288701313652	6.3179694760803	-4.45214978266551	46.3050047143006	6.01156648575218e-11	5.23822669832579e-10
"ENSG00000237649"	3345	"KIFC1"	"kinesin family member C1 "	-3.72672812873729	-2.58241810501324	0.282785395346061	46.2986349534475	6.02277914499372e-11	5.24583815779913e-10
"ENSG00000231407"	3185	"GORAB-AS1"	"GORAB antisense RNA 1 "	3.45987971053278	2.04349264068193	-0.402141963050171	46.2868976870112	6.04349787117387e-11	5.26171973372679e-10
"ENSG00000154027"	6919	"AK5"	"adenylate kinase 5 "	-2.99442069747094	-2.4099727085356	2.79016254559835	46.2500647488579	6.1090040534476e-11	5.31656604306204e-10
"ENSG00000012963"	3694	"UBR7"	"ubiquitin protein ligase E3 component n-recognin 7 (putative) "	-1.31269853837304	-0.931564583343502	4.08338613642221	46.1110112662078	6.13570528440272e-11	5.33760984765584e-10
"ENSG00000188596"	12914	"CFAP54"	"cilia and flagella associated protein 54 "	-1.87352125455877	-3.92364274075663	-1.7039225631555	46.2241891930277	6.1554693974819e-11	5.35260406662348e-10
"ENSG00000184903"	3411	"IMMP2L"	"inner mitochondrial membrane peptidase subunit 2 "	1.66067815337352	0.757360708916778	2.9205886646706	46.0152734458183	6.31108673404018e-11	5.48567120306104e-10
"ENSG00000176194"	1852	"CIDEA"	"cell death-inducing DFFA-like effector a "	4.6874931878483	5.81273047460878	-3.67775274270164	46.1137822184057	6.3579484657959e-11	5.52413626650646e-10
"ENSG00000248360"	5095	"LINC00504"	"long intergenic non-protein coding RNA 504 "	2.94463241903223	4.7249770052431	-3.23124264937867	46.0522389648391	6.4738458365144e-11	5.62252714283658e-10
"ENSG00000257675"	1352	"BTBD10P1"	"BTB domain containing 10 pseudogene 1 "	-4.37593670232472	-3.42599600958098	-3.63291822832638	45.9207521222357	6.48942052570073e-11	5.63374293608804e-10
"ENSG00000145536"	5863	"ADAMTS16"	"ADAM metallopeptidase with thrombospondin type 1 motif 16 "	-2.99646006876161	-3.88063920867211	-2.276522971719	45.990873377473	6.5916240791708e-11	5.7194463214363e-10
"ENSG00000259516"	1074	"ANP32AP1"	"acidic nuclear phosphoprotein 32 family member A pseudogene 1 "	-3.30966639646737	-2.50972880442266	-1.69728974876503	45.8658830950934	6.59536714669048e-11	5.7194463214363e-10
"ENSG00000283408"	1022	"MIR548A1HG"	"MIR548A1 host gene "	3.70519425109406	3.21981655352343	-5.11054430609636	45.8654326460244	6.59624441151764e-11	5.7194463214363e-10
"ENSG00000238249"	743	"HMGN2P17"	"high mobility group nucleosomal binding domain 2 pseudogene 17 "	-6.27235334685113	-7.0657595496329	-2.10520656577038	45.9807033270982	6.61136012691997e-11	5.72841206436103e-10
"ENSG00000163697"	12956	"APBB2"	"amyloid beta precursor protein binding family B member 2 "	1.71278427667381	1.33086881608063	5.35309469543054	45.9803764935271	6.61199541196673e-11	5.72841206436103e-10
"ENSG00000275834"	65	"AC084368.1"	"small EDRK-rich factor 2 (SERF2) pseudogene"	-6.02885650623928	-2.60788649085072	-2.60194803785046	45.9775323757433	6.61752639812091e-11	5.73085905741563e-10
"ENSG00000228051"	1909	"AL512504.2"	"WW domain binding protein 11 (WBP11) pseudogene"	-4.49899210163121	-2.66422297330525	-3.63694699250312	45.848764576546	6.62879250914759e-11	5.73826870763251e-10
"ENSG00000100234"	4603	"TIMP3"	"TIMP metallopeptidase inhibitor 3 "	-1.69241255484959	-1.32010316922674	9.2576013778291	45.9412185989851	6.68857566625728e-11	5.78765431783129e-10
"ENSG00000026508"	10004	"CD44"	"CD44 molecule (Indian blood group) "	-1.06879875122329	-1.62607536382367	9.82898920287339	45.879205529789	6.74945554132961e-11	5.83794818758633e-10
"ENSG00000003436"	11714	"TFPI"	"tissue factor pathway inhibitor "	-1.51218218370283	-2.00150109784465	6.45499053265726	45.8949514252652	6.78026386332414e-11	5.86220118587282e-10
"ENSG00000284906"	2297	"AC091057.6"	"Rho GTPase-activating protein 11B  "	-3.8686944606646	-4.07293532921243	-2.08627727465288	45.8659483174882	6.83841324232385e-11	5.9100637548149e-10
"ENSG00000112559"	2523	"MDFI"	"MyoD family inhibitor "	6.96099034974783	5.12435506819384	-1.89552380907087	45.8578549137094	6.8547334775257e-11	5.92175139343652e-10
"ENSG00000166823"	2369	"MESP1"	"mesoderm posterior bHLH transcription factor 1 "	4.2558655658303	6.70557871225366	-2.93815008929745	45.8520136669906	6.86653772997774e-11	5.92952976731438e-10
"ENSG00000233111"	606	"RAB1C"	"RAB1C, member RAS oncogene family pseudogene "	-3.77898381022252	-3.77800999386322	-1.92327550381191	45.80165268339	6.87448642514413e-11	5.93397372874039e-10
"ENSG00000232531"	1047	"AC027612.3"	"SET domain containing (lysine methyltransferase) 8 (SETD8) pseudogene"	-4.46183629441166	-2.83814543988462	-0.340880722912908	45.8370167140652	6.89694230215011e-11	5.9509313898014e-10
"ENSG00000222014"	3075	"RAB6C"	"RAB6C, member RAS oncogene family "	-2.44906232862826	-2.16676794555534	1.30496391075843	45.8290842244817	6.91308175035232e-11	5.96242741270713e-10
"ENSG00000255361"	682	"AC103843.2"	"ribosomal protein L7-like 1 (RPL7L1) pseudogene"	-5.20308786658039	-2.21686123904496	-3.01140238930692	45.7498215348898	6.91978999304424e-11	5.96578311533871e-10
"ENSG00000119283"	9326	"TRIM67"	"tripartite motif containing 67 "	3.92859445278178	5.10048467850718	-4.42144616628739	45.8039566601773	6.96446915333136e-11	6.00185876486114e-10
"ENSG00000099810"	14617	"MTAP"	"methylthioadenosine phosphorylase "	-0.794404940888541	-1.33497937875636	6.05612590931312	45.641665622535	7.04759125945821e-11	6.07102104669521e-10
"ENSG00000183765"	4493	"CHEK2"	"checkpoint kinase 2 "	-1.02679144351944	-1.41287915838479	3.15645207336131	45.6278617784264	7.07647742703099e-11	6.0934254997948e-10
"ENSG00000275757"	153	"RF00002"	""	6.92860161365422	5.45488390463431	2.0866796148642	45.7281731183055	7.12189962085524e-11	6.12937369148665e-10
"ENSG00000114796"	8650	"KLHL24"	"kelch like family member 24 "	2.81084918707167	1.59547096184593	5.53386083680659	45.7271670219153	7.12401466645350e-11	6.12937369148665e-10
"ENSG00000132746"	3235	"ALDH3B2"	"aldehyde dehydrogenase 3 family member B2 "	1.93318988975421	6.2760962016365	-4.43892280988797	45.7046421043325	7.17154066342378e-11	6.16775800192262e-10
"ENSG00000138615"	5695	"CILP"	"cartilage intermediate layer protein "	6.04780639801159	1.17166843161821	2.86273538635692	45.6631022442707	7.26006391086424e-11	6.24135579572227e-10
"ENSG00000231169"	672	"EEF1B2P1"	"eukaryotic translation elongation factor 1 beta 2 pseudogene 1 "	-4.15434421396175	-5.52805870825028	-1.54483358488577	45.6540785047799	7.27944546318064e-11	6.25547801288096e-10
"ENSG00000203867"	8162	"RBM20"	"RNA binding motif protein 20 "	4.68192875402776	4.03821381824532	-3.45937048321281	45.6478864007339	7.29277660678146e-11	6.26439155667305e-10
"ENSG00000235734"	298	"HMGN1P36"	"high mobility group nucleosome binding domain 1 pseudogene 36 "	-2.4266230843011	-1.98907034949595	1.99159255301073	45.6407743124073	7.30812011248758e-11	6.27502576081962e-10
"ENSG00000218890"	1479	"NUFIP1P"	"NUFIP1P, FMR1 interacting protein 1 pseudogene "	-4.02252041470497	-3.29439624036662	-3.19171785015137	45.5040732509402	7.34115509820271e-11	6.30083575392558e-10
"ENSG00000166947"	3039	"EPB42"	"erythrocyte membrane protein band 4.2 "	4.16739014252049	4.32099961350415	-4.36419209531953	45.6137699286293	7.36668898675664e-11	6.3201893276169e-10
"ENSG00000164124"	9243	"TMEM144"	"transmembrane protein 144 "	2.12097297021437	1.93355416162595	1.81475279924644	45.5989971909716	7.39893787195956e-11	6.34528596601343e-10
"ENSG00000235505"	4307	"CASP17P"	"caspase 17, pseudogene "	4.59164239560581	3.40936080865723	-3.16052143459404	45.5949175870508	7.40786979821714e-11	6.35037389098987e-10
"ENSG00000233467"	865	"U40455.1"	"HS1 binding protein (HAX1) pseudogene"	-4.86824025442185	-4.74487739563317	-3.28723690821576	45.5786443167024	7.44361171141959e-11	6.37843117675428e-10
"ENSG00000229927"	556	"RHEBP1"	"RHEB pseudogene 1 "	-3.00891963218626	-1.58193469332103	-0.336539610997211	45.4466890036351	7.46736492794545e-11	6.3961968035727e-10
"ENSG00000196821"	4551	"C6orf106"	"chromosome 6 open reading frame 106 "	1.03362471009473	1.26704390653155	6.59735034313296	45.3837006605814	7.608532273169e-11	6.51447886583422e-10
"ENSG00000104722"	4381	"NEFM"	"neurofilament medium "	-4.30871812336576	-3.39259532722834	2.90496616043579	45.4839143890497	7.65530700484002e-11	6.55187835571878e-10
"ENSG00000270175"	775	"AC023509.4"	"novel transcript, antisense to TARBP2"	2.9211396292793	2.23389216661009	-0.25970472629542	45.3517187657184	7.68128107670236e-11	6.57145234416549e-10
"ENSG00000082458"	7844	"DLG3"	"discs large MAGUK scaffold protein 3 "	-1.28746811617063	-1.69048304371654	2.85147024667517	45.3387456025452	7.7109992581703e-11	6.5942123704563e-10
"ENSG00000137364"	3181	"TPMT"	"thiopurine S-methyltransferase "	-1.27582514405772	-0.966949025694786	5.26505062227252	45.3330706664004	7.7240370841881e-11	6.60269524507868e-10
"ENSG00000138686"	4829	"BBS7"	"Bardet-Biedl syndrome 7 "	-1.36877811479277	-1.40641036124418	4.55050515459462	45.3552210975325	7.76525054120327e-11	6.63524676995311e-10
"ENSG00000167323"	7130	"STIM1"	"stromal interaction molecule 1 "	0.687304643157884	1.66189100265032	5.68095115972038	45.2866822228301	7.83148533073216e-11	6.68914362214291e-10
"ENSG00000258608"	351	"DNAJC19P9"	"DnaJ heat shock protein family (Hsp40) member C19 pseudogene 9 "	-4.23912976660551	-3.36086340509096	-2.97684241002717	45.2776599242676	7.8525654713186e-11	6.70444440684275e-10
"ENSG00000152463"	2364	"OLAH"	"oleoyl-ACP hydrolase "	3.98240684681087	6.57655632679383	-1.28320414978932	45.3964096550255	7.85648854374731e-11	6.70509022270477e-10
