gene	length	gene_name	description	gene_biotype	D07G	D07G.floating	D13A	D13A.floating
ENSG00000143436	1812	MRPL9	mitochondrial ribosomal protein L9 	protein_coding	7.11650786855969	12.2557062544282	7.65269235247428	9.92065254431773
ENSG00000143450	4633	OAZ3	ornithine decarboxylase antizyme 3 	protein_coding	0.111694749619912	0.435194873243125	0.184946503291305	0.274645764169961
ENSG00000182134	5092	TDRKH	tudor and KH domain containing 	protein_coding	0.284899844893225	0.744371104011656	0.515123283205316	0.977647571924839
ENSG00000203288	1141	TDRKH-AS1	TDRKH antisense RNA 1 	antisense	0.17116790976215	0.581398778362254	0.423356971975051	0.47673529099953
ENSG00000143365	6314	RORC	RAR related orphan receptor C 	protein_coding	0.00541954443208428	0.0566261991132829	0.0211287726886691	0.0330367400804742
ENSG00000234614	506	C2CD4D-AS1	C2CD4D and THEM5 antisense RNA 1 	antisense	1.97305059576282	2.71165302279959	2.23693502970677	2.48148675946075
ENSG00000159445	4390	THEM4	thioesterase superfamily member 4 	protein_coding	2.84465184217959	3.36547674673936	3.05512399897487	3.40346257774431
ENSG00000197747	1543	S100A10	S100 calcium binding protein A10 	protein_coding	158.360905725533	132.2041610526	109.767912627164	102.90868614242
ENSG00000163191	680	S100A11	S100 calcium binding protein A11 	protein_coding	399.08291886712	545.34926120783	373.01425049751	378.681205132651
ENSG00000237975	7691	FLG-AS1	FLG antisense RNA 1 	antisense	0.387022909003278	0.254906201536978	0.220885362934797	0.135112529353434
ENSG00000197956	971	S100A6	S100 calcium binding protein A6 	protein_coding	384.114515428955	1150.34096736185	596.432640718669	689.455556836764
ENSG00000196420	784	S100A5	S100 calcium binding protein A5 	protein_coding	0.218428160181068	0.125687729534994	0.299426293371513	0.273273273922738
ENSG00000196154	1025	S100A4	S100 calcium binding protein A4 	protein_coding	714.596145630821	919.882970908923	770.452913869374	1094.07893187858
ENSG00000188015	955	S100A3	S100 calcium binding protein A3 	protein_coding	2.46938812258943	2.55524446733159	3.30747346844579	1.70906194886743
ENSG00000196754	1567	S100A2	S100 calcium binding protein A2 	protein_coding	0.751013775687052	1.00474242045142	0.922081572302364	0.832593036742328
ENSG00000285867	3176	BX470102.2		lincRNA	0.375752071716388	0.366235391219021	0.49234176726604	0.534582739314999
ENSG00000188643	1701	S100A16	S100 calcium binding protein A16 	protein_coding	50.3545922385438	132.853844128869	71.5852653737476	86.0284265535073
ENSG00000189334	1277	S100A14	S100 calcium binding protein A14 	protein_coding	0.22492327866204	0.479002095785789	0.202095199294509	0.353837797783149
ENSG00000189171	2216	S100A13	S100 calcium binding protein A13 	protein_coding	13.9813647608905	26.0073240599095	19.5631175771517	33.8157924994609
ENSG00000271853	995	AL162258.1	novel transcript	processed_transcript	0.221189449296788	0.511738471048907	0.443255106625231	0.522661312397896
ENSG00000160678	3030	S100A1	S100 calcium binding protein A1 	protein_coding	0.125607305573648	0.69145982202038	0.590814557105222	0.949800309884165
ENSG00000272030	1054	AL162258.2	novel transcript, antisense to S100A1 and CHTOP	antisense	1.73259671213225	1.97864757590062	2.74615304453401	2.3671277103765
ENSG00000160679	5625	CHTOP	chromatin target of PRMT1 	protein_coding	6.61944334563223	10.8090344516726	7.1627130245696	7.10003927035607
ENSG00000143553	1544	SNAPIN	SNAP associated protein 	protein_coding	7.75194787411334	20.8117075679774	9.52630162820291	14.3958016222469
ENSG00000143621	2281	ILF2	interleukin enhancer binding factor 2 	protein_coding	46.5787382284644	74.4332641569331	49.8950965769049	62.6474306538752
ENSG00000169418	5003	NPR1	natriuretic peptide receptor 1 	protein_coding	5.80186549177835	17.560031706793	10.4099778197906	10.3315603407509
ENSG00000143624	10450	INTS3	integrator complex subunit 3 	protein_coding	4.06265410062484	6.26761722943528	4.09262659237798	3.97880315678224
ENSG00000143554	5470	SLC27A3	solute carrier family 27 member 3 	protein_coding	2.50522942392666	7.47038273813764	4.27490285623617	3.26852919954829
ENSG00000143614	9247	GATAD2B	GATA zinc finger domain containing 2B 	protein_coding	2.43185683516655	2.17121673466883	1.56296412596398	1.94259722316922
ENSG00000198837	7584	DENND4B	DENN domain containing 4B 	protein_coding	1.44388539115807	1.89704670712441	1.54893884741019	0.874667862754296
ENSG00000160741	3612	CRTC2	CREB regulated transcription coactivator 2 	protein_coding	3.59375288209236	4.83847012467947	4.55971089798976	2.3414997529014
ENSG00000143570	3388	SLC39A1	solute carrier family 39 member 1 	protein_coding	0.433476562993288	0.687631364511336	0.50546117182414	0.283204497934401
ENSG00000282386	710	AL358472.4	novel transcript, antisense to SLC39A1	antisense	0.468158387122394	0.378660151892195	0.374726696565294	0.347761134553898
ENSG00000143578	2904	CREB3L4	cAMP responsive element binding protein 3 like 4 	protein_coding	0.827534268058193	1.20067730237318	0.956819120943736	0.851268940360011
ENSG00000143543	1496	JTB	jumping translocation breakpoint 	protein_coding	3.81824198105104	4.32286621710972	4.36902952329686	4.33005733344297
ENSG00000285641	1706	AL358472.6	novel protein	protein_coding	0.265866342152289	0.188782013144475	0.221513775046763	0.200488960997623
ENSG00000272654	1418	AL358472.2	novel transcript	lincRNA	0.246575943006042	0.420616204711681	0.292540891212003	0.290761202298709
ENSG00000143545	2751	RAB13	RAB13, member RAS oncogene family 	protein_coding	26.1766430181155	28.5597630558985	19.5895645279094	24.8029042321533
ENSG00000177954	1035	RPS27	ribosomal protein S27 	protein_coding	876.415893584475	1231.38956710057	633.375819295176	946.291263131456
ENSG00000143549	8389	TPM3	tropomyosin 3 	protein_coding	17.7018791010784	16.3577778570984	13.1164092176249	12.3250911253542
ENSG00000143612	2670	C1orf43	chromosome 1 open reading frame 43 	protein_coding	42.8134739383371	92.0530912639843	53.4083072275753	61.3999604519741
ENSG00000143569	7503	UBAP2L	ubiquitin associated protein 2 like 	protein_coding	14.4657698090421	18.1210609239538	12.3538289653804	12.6143388477016
ENSG00000143575	2155	HAX1	HCLS1 associated protein X-1 	protein_coding	32.0649912742971	65.6913865669719	39.0425456043448	47.7304235499909
ENSG00000143515	7572	ATP8B2	ATPase phospholipid transporting 8B2 	protein_coding	13.772832524739	3.59953766332922	11.6066763497493	5.8999929224462
ENSG00000160712	6453	IL6R	interleukin 6 receptor 	protein_coding	0.863172939806275	0.819663074996557	0.737904513863014	0.489509623547489
ENSG00000169291	8441	SHE	Src homology 2 domain containing E 	protein_coding	0.0777343234820755	0.0159377888184545	0.0234067606829936	0.0136179693908335
ENSG00000160714	4161	UBE2Q1	ubiquitin conjugating enzyme E2 Q1 	protein_coding	12.4311955427013	11.7863141408497	12.4466435743163	11.4073430085112
ENSG00000160710	9691	ADAR	adenosine deaminase, RNA specific 	protein_coding	19.9238622424102	21.9448582306124	17.2023350232685	17.8791586844323
ENSG00000163344	1280	PMVK	phosphomevalonate kinase 	protein_coding	18.9646367762147	71.9788839110636	29.3522909131882	33.0015642350078
ENSG00000163346	3851	PBXIP1	PBX homeobox interacting protein 1 	protein_coding	17.0931090330219	36.2914016072782	23.1036018191969	16.3900856567973
ENSG00000163348	3630	PYGO2	pygopus family PHD finger 2 	protein_coding	5.53017997529727	8.94681109418015	7.1629118243287	5.52461459221439
ENSG00000271380	799	AL451085.2	uncharacterized LOC101928120 	antisense	0.277853959565716	0.612358069217185	0.336943099810956	0.323857632635094
ENSG00000160691	4342	SHC1	SHC adaptor protein 1 	protein_coding	41.3554875454641	69.9289461541041	47.3335043265805	34.2818574243835
ENSG00000173207	2338	CKS1B	CDC28 protein kinase regulatory subunit 1B 	protein_coding	13.311438310279	38.7140156071811	19.0655431691872	35.237443627924
ENSG00000160688	4019	FLAD1	flavin adenine dinucleotide synthetase 1 	protein_coding	3.14813688502458	10.9094915927888	4.5687554499325	4.88403032300939
ENSG00000160685	4303	ZBTB7B	zinc finger and BTB domain containing 7B 	protein_coding	5.58531320715769	20.4485192361567	12.9002638192703	9.59880809979911
ENSG00000232093	822	DCST1-AS1	DCST1 antisense RNA 1 	antisense	0.279522517260972	0.497933491939534	0.648869292030573	0.561053487050117
ENSG00000143537	6584	ADAM15	ADAM metallopeptidase domain 15 	protein_coding	3.61744873587475	10.8722554796744	4.74047765519473	3.09273244469936
ENSG00000243364	1263	EFNA4	ephrin A4 	protein_coding	1.24237242777606	2.28650482007919	1.03860243540793	1.02117339367422
ENSG00000143590	1909	EFNA3	ephrin A3 	protein_coding	0.226504439513392	0.425750494540195	0.356736030658323	0.255403502404351
ENSG00000169242	2539	EFNA1	ephrin A1 	protein_coding	0.744415023818242	3.64066053611735	0.597379100118635	0.754252355927517
ENSG00000169241	2340	SLC50A1	solute carrier family 50 member 1 	protein_coding	12.6965623763249	40.9094383539081	19.1005799280554	25.1737434805473
ENSG00000179085	622	DPM3	dolichyl-phosphate mannosyltransferase subunit 3 	protein_coding	5.52595863591158	33.0928940317061	8.44725669340846	10.1073849394163
ENSG00000163463	3826	KRTCAP2	keratinocyte associated protein 2 	protein_coding	1.31938902164803	0.276397320422824	1.15466326410516	0.233001914538903
ENSG00000163462	4533	TRIM46	tripartite motif containing 46 	protein_coding	0.149091889633007	0.0198269159573255	0.119363546657749	0.0265196589108169
ENSG00000185499	4717	MUC1	mucin 1, cell surface associated 	protein_coding	1.16402387834554	0.234839299165998	1.5286625707791	0.348926911820568
ENSG00000231064	2466	AC234582.1	novel transcript, antisense to THBS3	antisense	0.19423684236469	0.0470873936466778	0.175123181301786	0.0756410229347648
ENSG00000169231	4623	THBS3	thrombospondin 3 	protein_coding	3.40828424261764	1.67951390568798	7.47299348150015	2.64422768032312
ENSG00000173171	3278	MTX1	metaxin 1 	protein_coding	4.59452142025822	14.2698254833747	5.74544876278722	6.69139007015977
ENSG00000236263	568	AC234582.2	novel transcript	antisense	0.473446069394405	0.408079122519654	0.576141447659541	0.28841205097581
ENSG00000160766	3656	GBAP1	glucosylceramidase beta pseudogene 1 	transcribed_unprocessed_pseudogene	0.898406348580127	0.918445831830608	1.1847197583411	0.628091709071877
ENSG00000236675	838	MTX1P1	metaxin 1 pseudogene 1 	unprocessed_pseudogene	0.578619057967682	2.47220382013611	1.16250685781419	1.02134325915544
ENSG00000177628	3648	GBA	glucosylceramidase beta 	protein_coding	7.92793289272671	11.6512733584312	10.3123956586055	6.13903397657915
ENSG00000160767	4468	FAM189B	family with sequence similarity 189 member B 	protein_coding	1.49528804197362	3.7139582247679	2.21014582004668	2.44805539732355
ENSG00000116521	2442	SCAMP3	secretory carrier membrane protein 3 	protein_coding	8.53856038566082	27.7731736589697	13.0706640238237	14.0220170534347
ENSG00000176444	3670	CLK2	CDC like kinase 2 	protein_coding	3.29886716460624	3.06794528790717	2.77293484985813	2.0984447520404
ENSG00000143630	4121	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3 	protein_coding	0.186112095200605	0.130945666516276	0.262396240869714	0.0953808388860685
ENSG00000160752	3718	FDPS	farnesyl diphosphate synthase 	protein_coding	72.3156729746324	345.22769838919	151.679735898645	342.10769686173
ENSG00000225855	3516	RUSC1-AS1	RUSC1 antisense RNA 1 	antisense	0.139312910625913	0.279375318835657	0.214135466747655	0.245820332726889
ENSG00000160753	5427	RUSC1	RUN and SH3 domain containing 1 	protein_coding	1.67499825550084	1.3436763083491	1.69998346551009	0.8956948019581
ENSG00000116539	13296	ASH1L	ASH1 like histone lysine methyltransferase 	protein_coding	6.14306178698646	4.64669085319735	4.46121507346651	5.81370204936534
ENSG00000235919	1209	ASH1L-AS1	ASH1L antisense RNA 1 	antisense	0.401894825225553	0.481599646707935	0.457770571056013	0.367412851294556
ENSG00000125459	4208	MSTO1	misato 1, mitochondrial distribution and morphology regulator 	protein_coding	3.22559605655472	4.57124629390767	4.41822258530687	2.946204534911
ENSG00000246203	2505	AL353807.3	novel pseudogene	unprocessed_pseudogene	0.956502816641518	0.240055634545911	0.53940134408405	0.393721362648521
ENSG00000163374	5001	YY1AP1	YY1 associated protein 1 	protein_coding	4.83579897196032	6.18107818949407	4.630205352175	4.86543969698712
ENSG00000132676	4588	DAP3	death associated protein 3 	protein_coding	20.0429709256773	40.0969596725895	20.2764643201197	28.8941838625505
ENSG00000203761	1709	MSTO2P	misato family member 2, pseudogene 	unprocessed_pseudogene	2.14088984849791	2.20205433894504	3.00883631821895	1.51682805051665
ENSG00000116580	11967	GON4L	gon-4 like 	protein_coding	2.57971909171726	2.22832182877246	1.98056361895315	2.01375204672977
ENSG00000132718	5240	SYT11	synaptotagmin 11 	protein_coding	6.62704536941268	1.92956052631751	4.62711393850741	3.40044277466127
ENSG00000143622	3919	RIT1	Ras like without CAAX 1 	protein_coding	5.32998873751521	4.71941599221275	5.39125348291546	5.33051203320591
ENSG00000132680	5635	KHDC4	KH domain containing 4, pre-mRNA splicing factor 	protein_coding	4.65523781053723	2.46828561345171	4.10456584854663	2.70567235811987
ENSG00000207475	137	SNORA80E	small nucleolar RNA, H/ACA box 80E 	snoRNA	1.11108479495068	0.854929459929384	0.875848298735105	0.559179199501183
ENSG00000116584	9135	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 	protein_coding	7.44203698584954	9.75538596540547	11.8078537420552	11.6313590235313
ENSG00000277817	64	MIR6738	microRNA 6738 	miRNA	2.9028093984723	0.421776153019118	2.28387444034433	1.35602218406968
ENSG00000273002	2157	AL355388.2	uncharacterized LOC107985209 	antisense	0.119089277207248	0.122079674230827	0.124766239169997	0.106442281178501
ENSG00000163479	6651	SSR2	signal sequence receptor subunit 2 	protein_coding	28.6178044193626	36.5068987181498	27.9302643968226	26.1299843948882
ENSG00000160803	3878	UBQLN4	ubiquilin 4 	protein_coding	6.82907822300243	14.186377420328	7.56353542988233	8.5648637829912
ENSG00000116586	1438	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 	protein_coding	14.1616121566655	48.789280469125	21.9823383362684	16.9527601053374
ENSG00000254726	6124	MEX3A	mex-3 RNA binding family member A 	protein_coding	0.64490414672899	0.642464900320547	0.346977125788319	0.482475026354496
ENSG00000160789	6985	LMNA	lamin A/C 	protein_coding	28.1268335350458	51.2923262290721	33.1391750087149	26.289346284216
ENSG00000196189	6822	SEMA4A	semaphorin 4A 	protein_coding	0.0442802373699487	0.0236701835248839	0.0238146293160065	0.0152313165209848
ENSG00000160785	7293	SLC25A44	solute carrier family 25 member 44 	protein_coding	5.58176181113824	14.313051749353	5.59098397016522	6.71451905237714
ENSG00000160783	2520	PMF1	polyamine modulated factor 1 	protein_coding	0.907077513224627	1.97734398873619	1.32934064575946	1.1764913678237
ENSG00000160781	2439	PAQR6	progestin and adipoQ receptor family member 6 	protein_coding	0.302406896159547	0.155093625778703	0.304508082987466	0.0561393310430541
ENSG00000198952	5304	SMG5	SMG5, nonsense mediated mRNA decay factor 	protein_coding	10.3550350587166	20.3221521197597	11.9176217675518	9.61911968299197
ENSG00000163472	3067	TMEM79	transmembrane protein 79 	protein_coding	0.615027412997356	1.1373588020276	0.926979306283226	0.73918237138805
ENSG00000198715	3471	GLMP	glycosylated lysosomal membrane protein 	protein_coding	6.54490742282639	12.8792048640644	7.50285425678946	4.70980808049419
ENSG00000163468	4018	CCT3	chaperonin containing TCP1 subunit 3 	protein_coding	45.1621559415168	89.6387084194015	40.4925658692623	56.9454240833108
ENSG00000163467	1115	TSACC	TSSK6 activating cochaperone 	protein_coding	0.260614592056461	0.895764477469353	0.34475109196427	0.714864531417676
ENSG00000116604	6400	MEF2D	myocyte enhancer factor 2D 	protein_coding	4.5450935076602	4.33929709677374	4.78594266028635	2.58417811486325
ENSG00000183856	6742	IQGAP3	IQ motif containing GTPase activating protein 3 	protein_coding	0.30340853804274	0.140276586931569	0.274888400638681	0.199139087439651
ENSG00000163382	1933	NAXE	NAD(P)HX epimerase 	protein_coding	7.40817385311633	18.0472628691212	8.47193456765808	9.84391730485702
ENSG00000160818	4437	GPATCH4	G-patch domain containing 4 	protein_coding	7.65700909493794	7.66615913377026	7.08759512956605	7.56738526846393
ENSG00000272405	3222	AL365181.3	novel transcript, antisense to BCAN	antisense	0.0385348883195057	0.138933190891298	0.146516470507702	0.121356156100535
ENSG00000132688	5558	NES	nestin 	protein_coding	3.21364384675693	2.03687136433645	2.28680355029609	1.76633546467784
ENSG00000143320	1100	CRABP2	cellular retinoic acid binding protein 2 	protein_coding	41.1124645851641	21.0420118372294	41.5134520215741	26.7751317652791
ENSG00000143319	5262	ISG20L2	interferon stimulated exonuclease gene 20 like 2 	protein_coding	3.87287047374863	5.57585517310458	3.77108688067207	4.45554718899776
ENSG00000143303	3169	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1 	protein_coding	1.74099480778091	3.63157479096515	2.19502818230753	1.53071303016468
ENSG00000143314	1695	MRPL24	mitochondrial ribosomal protein L24 	protein_coding	34.3047406061369	106.098341832079	43.0887130909913	56.0171898158282
ENSG00000143321	3745	HDGF	heparin binding growth factor 	protein_coding	65.2353257327535	77.0448053500616	55.7029501060001	54.8407948794739
ENSG00000143294	4108	PRCC	proline rich mitotic checkpoint control factor 	protein_coding	5.8724799361012	11.1423600278198	7.1170131251493	7.17717624839057
ENSG00000027869	2512	SH2D2A	SH2 domain containing 2A 	protein_coding	0.143229616397138	0.104769012908224	0.180097948055691	0.0829746089506751
ENSG00000187800	5530	PEAR1	platelet endothelial aggregation receptor 1 	protein_coding	1.66332434954766	0.326436925911043	1.52437111549656	0.635361722160292
ENSG00000132694	8950	ARHGEF11	Rho guanine nucleotide exchange factor 11 	protein_coding	5.31141802561415	5.58512304501552	5.67452265873922	4.46143535387846
ENSG00000237842	1531	AL157713.1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) (SMU1) pseudogene	processed_pseudogene	0.0831559903032761	0.114535777524098	0.0960306980215515	0.126769213642661
ENSG00000117036	6707	ETV3	ETS variant 3 	protein_coding	7.63838629117824	4.84217971952971	6.43265744568481	6.84679473289939
ENSG00000183853	7872	KIRREL1	kirre like nephrin family adhesion molecule 1 	protein_coding	36.7900785790724	24.9257360935852	31.8549810233394	25.4079127442102
ENSG00000158473	2253	CD1D	CD1d molecule 	protein_coding	0.269437103210996	0.245822254868177	0.368083402434111	0.270697472842126
ENSG00000231434	2167	AL365440.1	heat shock 90kDa protein 1, alpha (HSPCA) pseudogene	processed_pseudogene	0.0615946139659336	0.0595503080502869	0.0956632351336145	0.133525536197614
ENSG00000163554	10106	SPTA1	spectrin alpha, erythrocytic 1 	protein_coding	0.048330246346943	0.0595197765317214	0.103571368251912	0.063333865077995
ENSG00000163564	3479	PYHIN1	pyrin and HIN domain family member 1 	protein_coding	0.0717721936304525	0.0234521348227856	0.013675502229482	0.0189174605108628
ENSG00000163565	5294	IFI16	interferon gamma inducible protein 16 	protein_coding	31.8543792154376	13.3379925626962	16.6229203139859	14.6210309426448
ENSG00000162706	3847	CADM3	cell adhesion molecule 3 	protein_coding	11.1754949321187	58.5361192469634	25.123361122582	26.6693859082795
ENSG00000225670	5208	CADM3-AS1	CADM3 antisense RNA 1 	antisense	0.016507363654593	0.105409733533399	0.0530228121896564	0.107594523833944
ENSG00000213088	2374	ACKR1	atypical chemokine receptor 1 (Duffy blood group) 	protein_coding	0.413806904052665	1.3104690513551	1.00344836233536	0.74589237439238
ENSG00000132693	2015	CRP	C-reactive protein 	protein_coding	0.0854036979858755	0.142899352423335	0.0508836516982514	0.0862671698177217
ENSG00000158716	825	DUSP23	dual specificity phosphatase 23 	protein_coding	7.57213320162843	26.1468837441064	8.81608654783156	12.6887437826811
ENSG00000158714	2996	SLAMF8	SLAM family member 8 	protein_coding	0.178737960201278	0.0296959518554009	0.0524739974996737	0.0495530737925578
ENSG00000256029	8100	AL590560.1		protein_coding	0.0637635551620791	0.0100229079031471	0.0366533151111411	0.00606032419988755
ENSG00000272668	7134	AL590560.2	uncharacterized LOC107985216 	antisense	0.409215140132826	0.0706160449049355	0.220439194530041	0.0587872580801873
ENSG00000158710	2487	TAGLN2	transgelin 2 	protein_coding	56.4116305306472	62.627713029938	54.6358415036697	40.2769097272251
ENSG00000224259	3155	LINC01133	long intergenic non-protein coding RNA 1133 	lincRNA	9.63582665664992	2.14860568373052	5.92842092227719	4.1126732873325
ENSG00000143315	7039	PIGM	phosphatidylinositol glycan anchor biosynthesis class M 	protein_coding	3.06393690618555	2.4006590823035	2.59348794626935	3.21479349395998
ENSG00000225279	645	AL121987.1	novel transcript	antisense	0.568790066747865	0.0832626757583314	0.556523421799601	0.238790298068036
ENSG00000162729	2592	IGSF8	immunoglobulin superfamily member 8 	protein_coding	1.6666369314281	7.11547482731836	2.79966671863603	1.89129508537338
ENSG00000018625	6298	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 	protein_coding	8.70301007793663	23.4675354528166	5.58993876874443	6.43703525140025
ENSG00000132681	6284	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4 	protein_coding	0.0741170724531049	0.298511317803773	0.0612836180740547	0.133793028547504
ENSG00000143318	2176	CASQ1	calsequestrin 1 	protein_coding	0.0967814216384524	0.145513658109034	0.121838162247057	0.0525731902877106
ENSG00000227741	1578	AL121987.2		antisense	0.0699576660713745	0.119248681707278	0.100257209641656	0.108110842756362
ENSG00000162734	2806	PEA15	proliferation and apoptosis adaptor protein 15 	protein_coding	224.834425466585	269.1411615915	221.981817131385	217.223021783868
ENSG00000132716	7587	DCAF8	DDB1 and CUL4 associated factor 8 	protein_coding	4.61518755202093	6.07136237639874	4.43200602110931	4.70380899000788
ENSG00000224261	886	RPSAP18	ribosomal protein SA pseudogene 18 	processed_pseudogene	0.452146152130587	0.512017494532629	0.65238721388895	0.624730776660041
ENSG00000162735	4461	PEX19	peroxisomal biogenesis factor 19 	protein_coding	25.8452041025892	70.8310219606096	31.67331884248	64.2879610876262
ENSG00000122218	7723	COPA	coatomer protein complex subunit alpha 	protein_coding	36.1948935418645	36.7634238076485	28.6985312262099	35.0532211359201
ENSG00000235082	304	SUMO1P3	SUMO1 pseudogene 3 	processed_pseudogene	0.658992341160599	0.475711452412607	0.48475349770055	0.81156384688859
ENSG00000202078	113	RF00019		misc_RNA	2.04889757482576	0.0795943340724324	2.0017138555069	0.338303234867185
ENSG00000162736	4175	NCSTN	nicastrin 	protein_coding	30.9956262725979	41.2889910069686	31.9449983172886	30.1428336515307
ENSG00000171786	2563	NHLH1	nescient helix-loop-helix 1 	protein_coding	0.0813293595316515	0.14238259587623	0.177372667814519	0.150815572323952
ENSG00000213080	1097	AL354714.2	spermine synthase (SMS) pseudogene	processed_pseudogene	0.158213211740668	0.123105336654595	0.118193524497236	0.17119733195478
ENSG00000158769	5066	F11R	F11 receptor 	protein_coding	2.87949413715278	6.46579592373686	2.07762790612389	2.80590990870228
ENSG00000215845	1210	TSTD1	thiosulfate sulfurtransferase like domain containing 1 	protein_coding	0.0327112503660241	0.0821371640984046	0.163403837771526	0.211545164592069
ENSG00000158773	2336	USF1	upstream transcription factor 1 	protein_coding	13.9798066499202	24.9149973337709	15.382068307405	15.3577711772467
ENSG00000143217	3502	NECTIN4	nectin cell adhesion molecule 4 	protein_coding	0.0799403843002064	0.0331095975975872	0.0716492348467598	0.0406517978392615
ENSG00000143256	677	PFDN2	prefoldin subunit 2 	protein_coding	21.8908262630267	54.8040477007788	30.7756209023053	34.6612818921918
ENSG00000158793	3793	NIT1	nitrilase 1 	protein_coding	4.89747626769254	11.3297478913163	5.74398255738139	7.17704349095687
ENSG00000158796	2821	DEDD	death effector domain containing 	protein_coding	9.01448059323371	13.2995085604844	8.20705075215982	9.27596259848276
ENSG00000143222	2274	UFC1	ubiquitin-fold modifier conjugating enzyme 1 	protein_coding	33.9985650382704	51.4636636909241	31.3010096145712	35.5796601455996
ENSG00000224985	379	AL590714.1	novel transcript	antisense	0.468353385674329	1.31625788103348	0.737263215900872	0.958174270946106
ENSG00000143258	3764	USP21	ubiquitin specific peptidase 21 	protein_coding	2.3179733012852	2.58091413179732	2.29789598774715	1.57774437419679
ENSG00000143224	4607	PPOX	protoporphyrinogen oxidase 	protein_coding	0.908384881899697	1.75403099838716	0.996579726843237	0.736598825117161
ENSG00000158850	3890	B4GALT3	beta-1,4-galactosyltransferase 3 	protein_coding	4.17865702317245	6.71937545380881	4.47498036869935	3.5763063595338
ENSG00000158859	10334	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 	protein_coding	1.94315809235621	2.61750276368491	1.59570016920793	1.48298334609882
ENSG00000158864	3658	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2 	protein_coding	26.7534202027324	66.5729306844093	32.7723307521436	44.3499317913171
ENSG00000158869	964	FCER1G	Fc fragment of IgE receptor Ig 	protein_coding	1.07644887416222	0.538506173104738	1.02856782926025	0.398977490217795
ENSG00000158882	3289	TOMM40L	translocase of outer mitochondrial membrane 40 like 	protein_coding	5.3836036527064	14.7279525171176	7.12609230951141	9.50266658973195
ENSG00000158887	2154	MPZ	myelin protein zero 	protein_coding	2.0167610698688	5.78576855597952	5.06938721497467	2.73401868410869
ENSG00000143252	14160	SDHC	succinate dehydrogenase complex subunit C 	protein_coding	20.5714222079892	48.1540984472093	24.3763511167009	41.9847811043685
ENSG00000283696	997	AL592295.4	novel transcript	lincRNA	0.315184222510309	0.314007152063212	0.113271202542728	0.187029921970837
ENSG00000203747	2958	FCGR3A	Fc fragment of IgG receptor IIIa 	protein_coding	0.091008260618197	0.157558837328467	0.0888996205138099	0.230386296433286
ENSG00000132185	3275	FCRLA	Fc receptor like A 	protein_coding	1.36115410502017	4.51721409897024	1.97912071621081	3.07318799566051
ENSG00000162746	2592	FCRLB	Fc receptor like B 	protein_coding	1.35221658154435	4.24856643454376	2.80745370075839	3.53646861260787
ENSG00000081721	1762	DUSP12	dual specificity phosphatase 12 	protein_coding	3.99692736628914	3.59148630239868	3.90028657734672	3.9055715187862
ENSG00000118217	7890	ATF6	activating transcription factor 6 	protein_coding	6.65719370553936	5.39959067020322	6.34016031191539	7.38412577800216
ENSG00000162745	3415	OLFML2B	olfactomedin like 2B 	protein_coding	3.64868657536921	2.97474516962654	2.81018288894153	1.79517770318783
ENSG00000198929	7771	NOS1AP	nitric oxide synthase 1 adaptor protein 	protein_coding	0.0110629712923845	0.0371021059274978	0.0239606047769939	0.0154546907923718
ENSG00000239887	4495	C1orf226	chromosome 1 open reading frame 226 	protein_coding	0.0614953787588718	0.182802216889754	0.107074825455415	0.106089944946292
ENSG00000152332	9246	UHMK1	U2AF homology motif kinase 1 	protein_coding	22.1134534968001	15.3562232793252	20.7323043689661	31.2814701132611
ENSG00000117143	3437	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1 	protein_coding	33.9498146991754	18.3455813058235	28.5940058852345	27.7283758566871
ENSG00000272574	505	AL596325.2	novel transcript, sense intronic to UAP1	sense_intronic	2.14129762977388	0.106946249798247	1.0908683832167	0.183010856041768
ENSG00000162733	10730	DDR2	discoidin domain receptor tyrosine kinase 2 	protein_coding	66.1976765509374	26.6145489674578	46.4862387732633	47.673011580635
ENSG00000132196	4778	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7 	protein_coding	1.17617361838667	3.44962350396076	1.61685860490677	2.81605896546505
ENSG00000185860	4316	CCDC190	coiled-coil domain containing 190 	protein_coding	0.0568494905069098	0	0.0358109288897306	0.02408933935044
ENSG00000117152	4836	RGS4	regulator of G protein signaling 4 	protein_coding	9.40078736749696	0.883789871131115	9.91227180443014	8.23134409923867
ENSG00000143248	6821	RGS5	regulator of G protein signaling 5 	protein_coding	0.278577171329101	0.12217771210486	1.10858707729837	1.09164278604934
ENSG00000232995	3626	RGS5	regulator of G protein signaling 5 	antisense	0.0967423616153398	0.0571971104547046	0.101880494839256	0.124341120634589
ENSG00000143228	3362	NUF2	NDC80 kinetochore complex component NUF2 	protein_coding	0.442260913594741	0.0642875751329536	0.27341658607222	0.181968920100824
